************* START OF RANDOM TEST FOR council room card *************

Test#0: Expected 18 deckCount, found 17 deckCount for input: handCount: 0, deckCount: 21, discardCount: 27, buys: 1
Test#248: Expected 1 deckCount, found 0 deckCount for input: handCount: 1, deckCount: 2, discardCount: 2, buys: 1
Test#249: Expected 31 deckCount, found 30 deckCount for input: handCount: 4, deckCount: 34, discardCount: 47, buys: 1
Test#250: Expected 10 deckCount, found 9 deckCount for input: handCount: 8, deckCount: 13, discardCount: 10, buys: 1
Test#251: Expected 30 deckCount, found 29 deckCount for input: handCount: 130, deckCount: 33, discardCount: 22, buys: 1
Test#252: Expected 218 deckCount, found 217 deckCount for input: handCount: 3, deckCount: 221, discardCount: 233, buys: 1
Test#253: Expected 221 deckCount, found 220 deckCount for input: handCount: 7, deckCount: 224, discardCount: 81, buys: 1
Test#254: Expected 154 deckCount, found 153 deckCount for input: handCount: 475, deckCount: 157, discardCount: 288, buys: 1
Test#255: Expected 41 deckCount, found 40 deckCount for input: handCount: 379, deckCount: 44, discardCount: 18, buys: 1
Test#256: Expected 35 deckCount, found 34 deckCount for input: handCount: 435, deckCount: 38, discardCount: 10, buys: 1
Test#257: Expected 38 deckCount, found 37 deckCount for input: handCount: 1, deckCount: 41, discardCount: 13, buys: 1
Test#258: Expected 8 deckCount, found 7 deckCount for input: handCount: 2, deckCount: 11, discardCount: 6, buys: 1
Test#259: Expected 34 deckCount, found 33 deckCount for input: handCount: 465, deckCount: 37, discardCount: 13, buys: 1
Test#260: Expected 22 deckCount, found 21 deckCount for input: handCount: 468, deckCount: 25, discardCount: 2, buys: 1
Test#261: Expected 1 deckCount, found 0 deckCount for input: handCount: 199, deckCount: 4, discardCount: 0, buys: 1
Test#262: Expected 34 deckCount, found 33 deckCount for input: handCount: 4, deckCount: 37, discardCount: 36, buys: 1
Test#263: Expected 45 deckCount, found 44 deckCount for input: handCount: 8, deckCount: 48, discardCount: 91, buys: 1
Test#264: Expected 17 deckCount, found 16 deckCount for input: handCount: 11, deckCount: 20, discardCount: 46, buys: 1
Test#265: Expected 5 deckCount, found 4 deckCount for input: handCount: 14, deckCount: 8, discardCount: 1, buys: 1
Test#266: Expected 178 deckCount, found 177 deckCount for input: handCount: 6, deckCount: 181, discardCount: 97, buys: 1
Test#267: Expected 33 deckCount, found 32 deckCount for input: handCount: 9, deckCount: 36, discardCount: 0, buys: 1
Test#268: Expected 13 deckCount, found 12 deckCount for input: handCount: 43, deckCount: 16, discardCount: 5, buys: 1
Test#269: Expected 7 deckCount, found 6 deckCount for input: handCount: 46, deckCount: 10, discardCount: 46, buys: 1
Test#270: Expected 293 deckCount, found 292 deckCount for input: handCount: 49, deckCount: 296, discardCount: 162, buys: 1
Test#271: Expected 164 deckCount, found 163 deckCount for input: handCount: 7, deckCount: 167, discardCount: 50, buys: 1
Test#272: Expected 5 deckCount, found 4 deckCount for input: handCount: 9, deckCount: 8, discardCount: 25, buys: 1
Test#273: Expected 18 deckCount, found 17 deckCount for input: handCount: 9, deckCount: 21, discardCount: 31, buys: 1
Test#274: Expected 35 deckCount, found 34 deckCount for input: handCount: 12, deckCount: 38, discardCount: 44, buys: 1
Test#275: Expected 31 deckCount, found 30 deckCount for input: handCount: 15, deckCount: 34, discardCount: 23, buys: 1
Test#276: Expected 36 deckCount, found 35 deckCount for input: handCount: 18, deckCount: 39, discardCount: 336, buys: 1
Test#277: Expected 2 deckCount, found 1 deckCount for input: handCount: 4, deckCount: 5, discardCount: 12, buys: 1
Test#278: Expected 3 deckCount, found 2 deckCount for input: handCount: 7, deckCount: 6, discardCount: 47, buys: 1
Test#279: Expected 485 deckCount, found 484 deckCount for input: handCount: 10, deckCount: 488, discardCount: 1, buys: 1
Test#280: Expected 46 deckCount, found 45 deckCount for input: handCount: 13, deckCount: 49, discardCount: 17, buys: 1
Test#281: Expected 3 deckCount, found 2 deckCount for input: handCount: 16, deckCount: 6, discardCount: 31, buys: 1
Test#282: Expected 5 deckCount, found 4 deckCount for input: handCount: 9, deckCount: 8, discardCount: 2, buys: 1
Test#283: Expected 26 deckCount, found 25 deckCount for input: handCount: 390, deckCount: 29, discardCount: 13, buys: 1
Test#284: Expected 2 deckCount, found 1 deckCount for input: handCount: 393, deckCount: 5, discardCount: 38, buys: 1
Test#285: Expected 3 deckCount, found 2 deckCount for input: handCount: 442, deckCount: 6, discardCount: 35, buys: 1
Test#286: Expected 122 deckCount, found 121 deckCount for input: handCount: 445, deckCount: 125, discardCount: 204, buys: 1
Test#287: Expected 39 deckCount, found 38 deckCount for input: handCount: 107, deckCount: 42, discardCount: 30, buys: 1
Test#288: Expected 443 deckCount, found 442 deckCount for input: handCount: 110, deckCount: 446, discardCount: 30, buys: 1
Test#289: Expected 46 deckCount, found 45 deckCount for input: handCount: 113, deckCount: 49, discardCount: 35, buys: 1
Test#290: Expected 9 deckCount, found 8 deckCount for input: handCount: 116, deckCount: 12, discardCount: 24, buys: 1
Test#291: Expected 37 deckCount, found 36 deckCount for input: handCount: 51, deckCount: 40, discardCount: 38, buys: 1
Test#292: Expected 4 deckCount, found 3 deckCount for input: handCount: 2, deckCount: 7, discardCount: 2, buys: 1
Test#293: Expected 409 deckCount, found 408 deckCount for input: handCount: 5, deckCount: 412, discardCount: 28, buys: 1
Test#294: Expected 73 deckCount, found 72 deckCount for input: handCount: 3, deckCount: 76, discardCount: 262, buys: 1
Test#295: Expected 45 deckCount, found 44 deckCount for input: handCount: 10, deckCount: 48, discardCount: 7, buys: 1
Test#296: Expected 18 deckCount, found 17 deckCount for input: handCount: 10, deckCount: 21, discardCount: 21, buys: 1
Test#297: Expected 30 deckCount, found 29 deckCount for input: handCount: 13, deckCount: 33, discardCount: 12, buys: 1
Test#298: Expected 66 deckCount, found 65 deckCount for input: handCount: 16, deckCount: 69, discardCount: 23, buys: 1
Test#299: Expected 14 deckCount, found 13 deckCount for input: handCount: 19, deckCount: 17, discardCount: 25, buys: 1
Test#300: Expected 32 deckCount, found 31 deckCount for input: handCount: 22, deckCount: 35, discardCount: 149, buys: 1
Test#301: Expected 29 deckCount, found 28 deckCount for input: handCount: 2, deckCount: 32, discardCount: 16, buys: 1
Test#302: Expected 24 deckCount, found 23 deckCount for input: handCount: 6, deckCount: 27, discardCount: 4, buys: 1
Test#303: Expected 7 deckCount, found 6 deckCount for input: handCount: 57, deckCount: 10, discardCount: 41, buys: 1
Test#304: Expected 47 deckCount, found 46 deckCount for input: handCount: 60, deckCount: 50, discardCount: 259, buys: 1
Test#305: Expected 18 deckCount, found 17 deckCount for input: handCount: 60, deckCount: 21, discardCount: 41, buys: 1
Test#306: Expected 339 deckCount, found 338 deckCount for input: handCount: 9, deckCount: 342, discardCount: 46, buys: 1
Test#307: Expected 11 deckCount, found 10 deckCount for input: handCount: 156, deckCount: 14, discardCount: 41, buys: 1
Test#308: Expected 44 deckCount, found 43 deckCount for input: handCount: 72, deckCount: 47, discardCount: 113, buys: 1
Test#309: Expected 20 deckCount, found 19 deckCount for input: handCount: 3, deckCount: 23, discardCount: 425, buys: 1
Test#310: Expected 371 deckCount, found 370 deckCount for input: handCount: 6, deckCount: 374, discardCount: 90, buys: 1
Test#311: Expected 35 deckCount, found 34 deckCount for input: handCount: 9, deckCount: 38, discardCount: 33, buys: 1
Test#312: Expected 39 deckCount, found 38 deckCount for input: handCount: 12, deckCount: 42, discardCount: 14, buys: 1
Test#313: Expected 34 deckCount, found 33 deckCount for input: handCount: 15, deckCount: 37, discardCount: 3, buys: 1
Test#314: Expected 28 deckCount, found 27 deckCount for input: handCount: 18, deckCount: 31, discardCount: 3, buys: 1
Test#315: Expected 1 deckCount, found 0 deckCount for input: handCount: 21, deckCount: 4, discardCount: 6, buys: 1
Test#316: Expected 28 deckCount, found 27 deckCount for input: handCount: 24, deckCount: 31, discardCount: 47, buys: 1
Test#317: Expected 10 deckCount, found 9 deckCount for input: handCount: 7, deckCount: 13, discardCount: 10, buys: 1
Test#318: Expected 43 deckCount, found 42 deckCount for input: handCount: 10, deckCount: 3, discardCount: 43, buys: 1
Test#319: Expected 42 deckCount, found 41 deckCount for input: handCount: 10, deckCount: 45, discardCount: 35, buys: 1
Test#320: Expected 6 deckCount, found 5 deckCount for input: handCount: 6, deckCount: 9, discardCount: 44, buys: 1
Test#321: Expected 3 deckCount, found 2 deckCount for input: handCount: 238, deckCount: 6, discardCount: 435, buys: 1
Test#322: Expected 25 deckCount, found 24 deckCount for input: handCount: 8, deckCount: 28, discardCount: 0, buys: 1
Test#323: Expected 208 deckCount, found 207 deckCount for input: handCount: 356, deckCount: 211, discardCount: 40, buys: 1
Test#324: Expected 25 deckCount, found 24 deckCount for input: handCount: 9, deckCount: 1, discardCount: 27, buys: 1
Test#325: Expected 274 deckCount, found 273 deckCount for input: handCount: 12, deckCount: 277, discardCount: 178, buys: 1
Test#326: Expected 7 deckCount, found 6 deckCount for input: handCount: 15, deckCount: 10, discardCount: 8, buys: 1
Test#327: Expected 325 deckCount, found 324 deckCount for input: handCount: 243, deckCount: 328, discardCount: 122, buys: 1
Test#328: Expected 446 deckCount, found 445 deckCount for input: handCount: 246, deckCount: 449, discardCount: 7, buys: 1
Test#329: Expected 29 deckCount, found 28 deckCount for input: handCount: 249, deckCount: 32, discardCount: 43, buys: 1
Test#330: Expected 22 deckCount, found 21 deckCount for input: handCount: 205, deckCount: 25, discardCount: 18, buys: 1
Test#331: Expected 1 deckCount, found 0 deckCount for input: handCount: 208, deckCount: 2, discardCount: 2, buys: 1
Test#332: Expected 23 deckCount, found 22 deckCount for input: handCount: 211, deckCount: 26, discardCount: 26, buys: 1
Test#333: Expected 31 deckCount, found 30 deckCount for input: handCount: 214, deckCount: 34, discardCount: 4, buys: 1
Test#334: Expected 12 deckCount, found 11 deckCount for input: handCount: 217, deckCount: 15, discardCount: 37, buys: 1
Test#335: Expected 399 deckCount, found 398 deckCount for input: handCount: 164, deckCount: 402, discardCount: 3, buys: 1
Test#336: Expected 40 deckCount, found 39 deckCount for input: handCount: 167, deckCount: 43, discardCount: 24, buys: 1
Test#337: Expected 42 deckCount, found 41 deckCount for input: handCount: 397, deckCount: 45, discardCount: 46, buys: 1
Test#338: Expected 22 deckCount, found 21 deckCount for input: handCount: 400, deckCount: 25, discardCount: 44, buys: 1
Test#339: Expected 17 deckCount, found 16 deckCount for input: handCount: 403, deckCount: 20, discardCount: 17, buys: 1
Test#340: Expected 9 deckCount, found 8 deckCount for input: handCount: 406, deckCount: 12, discardCount: 4, buys: 1
Test#341: Expected 45 deckCount, found 44 deckCount for input: handCount: 409, deckCount: 48, discardCount: 47, buys: 1
Test#342: Expected 2 deckCount, found 1 deckCount for input: handCount: 4, deckCount: 5, discardCount: 43, buys: 1
Test#343: Expected 40 deckCount, found 39 deckCount for input: handCount: 7, deckCount: 43, discardCount: 35, buys: 1
Test#344: Expected 2 deckCount, found 1 deckCount for input: handCount: 10, deckCount: 5, discardCount: 44, buys: 1
Test#345: Expected 37 deckCount, found 36 deckCount for input: handCount: 8, deckCount: 40, discardCount: 3, buys: 1
Test#346: Expected 5 deckCount, found 4 deckCount for input: handCount: 422, deckCount: 8, discardCount: 46, buys: 1
Test#347: Expected 34 deckCount, found 33 deckCount for input: handCount: 2, deckCount: 37, discardCount: 23, buys: 1
Test#348: Expected 115 deckCount, found 114 deckCount for input: handCount: 6, deckCount: 118, discardCount: 146, buys: 1
Test#349: Expected 13 deckCount, found 12 deckCount for input: handCount: 5, deckCount: 16, discardCount: 12, buys: 1
Test#350: Expected 32 deckCount, found 31 deckCount for input: handCount: 8, deckCount: 35, discardCount: 0, buys: 1
Test#351: Expected 2 deckCount, found 1 deckCount for input: handCount: 265, deckCount: 5, discardCount: 28, buys: 1
Test#352: Expected 17 deckCount, found 16 deckCount for input: handCount: 3, deckCount: 1, discardCount: 19, buys: 1
Test#353: Expected 104 deckCount, found 103 deckCount for input: handCount: 9, deckCount: 107, discardCount: 165, buys: 1
Test#354: Expected 25 deckCount, found 24 deckCount for input: handCount: 4, deckCount: 28, discardCount: 9, buys: 1
Test#355: Expected 40 deckCount, found 39 deckCount for input: handCount: 7, deckCount: 43, discardCount: 43, buys: 1
Test#356: Expected 254 deckCount, found 253 deckCount for input: handCount: 10, deckCount: 257, discardCount: 117, buys: 1
Test#357: Expected 16 deckCount, found 15 deckCount for input: handCount: 13, deckCount: 19, discardCount: 5, buys: 1
Test#358: Expected 54 deckCount, found 53 deckCount for input: handCount: 10, deckCount: 57, discardCount: 122, buys: 1
Test#359: Expected 41 deckCount, found 40 deckCount for input: handCount: 8, deckCount: 44, discardCount: 32, buys: 1
Test#360: Expected 35 deckCount, found 34 deckCount for input: handCount: 6, deckCount: 38, discardCount: 0, buys: 1
Test#361: Expected 7 deckCount, found 6 deckCount for input: handCount: 3, deckCount: 10, discardCount: 37, buys: 1
Test#362: Expected 389 deckCount, found 388 deckCount for input: handCount: 6, deckCount: 392, discardCount: 10, buys: 1
Test#363: Expected 77 deckCount, found 76 deckCount for input: handCount: 253, deckCount: 80, discardCount: 32, buys: 1
Test#364: Expected 17 deckCount, found 16 deckCount for input: handCount: 256, deckCount: 20, discardCount: 14, buys: 1
Test#365: Expected 18 deckCount, found 17 deckCount for input: handCount: 10, deckCount: 21, discardCount: 25, buys: 1
Test#366: Expected 11 deckCount, found 10 deckCount for input: handCount: 78, deckCount: 14, discardCount: 38, buys: 1
Test#367: Expected 33 deckCount, found 32 deckCount for input: handCount: 10, deckCount: 36, discardCount: 14, buys: 1
Test#368: Expected 39 deckCount, found 38 deckCount for input: handCount: 10, deckCount: 0, discardCount: 42, buys: 1
Test#369: Expected 10 deckCount, found 9 deckCount for input: handCount: 10, deckCount: 13, discardCount: 13, buys: 1
Test#370: Expected 168 deckCount, found 167 deckCount for input: handCount: 13, deckCount: 171, discardCount: 227, buys: 1
Test#371: Expected 2 deckCount, found 1 deckCount for input: handCount: 352, deckCount: 5, discardCount: 15, buys: 1
Test#372: Expected 43 deckCount, found 42 deckCount for input: handCount: 355, deckCount: 46, discardCount: 27, buys: 1
Test#373: Expected 39 deckCount, found 38 deckCount for input: handCount: 358, deckCount: 42, discardCount: 25, buys: 1
Test#374: Expected 3 deckCount, found 2 deckCount for input: handCount: 6, deckCount: 6, discardCount: 25, buys: 1
Test#375: Expected 26 deckCount, found 25 deckCount for input: handCount: 8, deckCount: 29, discardCount: 2, buys: 1
Test#376: Expected 441 deckCount, found 440 deckCount for input: handCount: 11, deckCount: 444, discardCount: 32, buys: 1
Test#377: Expected 39 deckCount, found 38 deckCount for input: handCount: 14, deckCount: 42, discardCount: 2, buys: 1
Test#378: Expected 6 deckCount, found 5 deckCount for input: handCount: 17, deckCount: 9, discardCount: 25, buys: 1
Test#379: Expected 18 deckCount, found 17 deckCount for input: handCount: 20, deckCount: 21, discardCount: 7, buys: 1
